Date,Timestamp,Event_Log,Event_Log_Num,resetWallCountperEpisode,resetTotalCountperEpisode,reset00CountperEpisode,reset01CountperEpisode,resetbetCountperEpisode
20260203115811.673,272.6493,,,30,31,0,1,25.7993
20260203115811.675,272.6604,,,30,31,0,1,25.7993
20260203115811.677,272.6715,,,30,31,0,1,25.7993
20260203115811.679,272.6826,,,30,31,0,1,25.7993
20260203115811.681,272.6937,,,30,31,0,1,25.7993
20260203115811.682,272.7048,,,30,31,0,1,25.7993
20260203115811.684,272.7159,,,30,31,0,1,25.7993
20260203115811.686,272.7270,,,30,31,0,1,25.7993
20260203115811.687,272.7381,,,30,31,0,1,25.7993
20260203115811.689,272.7492,,,30,31,0,1,25.7993
20260203115811.690,272.7603,,,30,31,0,1,25.7993
20260203115811.692,272.7714,,,30,31,0,1,25.7993
20260203115811.694,272.7825,,,30,31,0,1,25.7993
20260203115811.695,272.7936,,,30,31,0,1,25.7993
20260203115811.698,272.8047,,,30,31,0,1,25.7993
20260203115811.699,272.8158,,,30,31,0,1,25.7993
20260203115811.701,272.8269,,,30,31,0,1,25.7993
20260203115811.703,272.8380,,,30,31,0,1,25.7993
20260203115811.705,272.8491,,,30,31,0,1,25.7993
20260203115811.706,272.8602,,,30,31,0,1,25.7993
20260203115811.707,272.8713,,,30,31,0,1,25.7993
20260203115811.709,272.8824,,,30,31,0,1,25.7993
20260203115811.711,272.8935,,,30,31,0,1,25.7993
20260203115811.713,272.9046,,,30,31,0,1,25.7993
20260203115811.714,272.9157,,,30,31,0,1,25.7993
20260203115811.715,272.9268,,,30,31,0,1,25.7993
20260203115811.718,272.9379,,,30,31,0,1,25.7993
20260203115811.719,272.9490,,,30,31,0,1,25.7993
20260203115811.731,272.9601,,,30,31,0,1,25.7993
20260203115811.733,272.9712,,,30,31,0,1,25.7993
20260203115811.734,272.9823,,,30,31,0,1,25.7993
20260203115811.736,272.9934,,,30,31,0,1,25.7993
20260203115811.738,273.0045,,,30,31,0,1,25.7993
20260203115811.740,273.0156,,,30,31,0,1,25.7993
20260203115811.742,273.0267,,,30,31,0,1,25.7993
20260203115811.744,273.0378,,,30,31,0,1,25.7993
20260203115811.745,273.0489,,,30,31,0,1,25.7993
20260203115811.747,273.0600,,,30,31,0,1,25.7993
20260203115811.751,273.0711,,,30,31,0,1,25.7993
20260203115811.753,273.0822,,,30,31,0,1,25.7993
20260203115811.755,273.0933,,,30,31,0,1,25.7993
20260203115811.757,273.1044,,,30,31,0,1,25.7993
20260203115811.760,273.1155,,,30,31,0,1,25.7993
20260203115811.767,273.1266,,,30,31,0,1,25.7993
20260203115811.769,273.1377,,,30,31,0,1,25.7993
20260203115811.771,273.1488,,,30,31,0,1,25.7993
20260203115811.772,273.1599,,,30,31,0,1,25.7993
20260203115811.773,273.1710,,,30,31,0,1,25.7993
20260203115811.776,273.1821,,,30,31,0,1,25.7993
20260203115811.777,273.1932,,,30,31,0,1,25.7993
20260203115811.779,273.2043,,,30,31,0,1,25.7993
20260203115811.780,273.2154,,,30,31,0,1,25.7993
20260203115811.782,273.2265,,,30,31,0,1,25.7993
20260203115811.785,273.2376,,,30,31,0,1,25.7993
20260203115811.787,273.2487,,,30,31,0,1,25.7993
20260203115811.788,273.2598,,,30,31,0,1,25.7993
20260203115811.790,273.2709,,,30,31,0,1,25.7993
20260203115811.791,273.2820,,,30,31,0,1,25.7993
20260203115811.793,273.2931,,,30,31,0,1,25.7993
20260203115811.795,273.3042,,,30,31,0,1,25.7993
20260203115811.796,273.3153,,,30,31,0,1,25.7993
20260203115811.798,273.3264,,,30,31,0,1,25.7993
20260203115811.799,273.3375,,,30,31,0,1,25.7993
20260203115811.801,273.3486,,,30,31,0,1,25.7993
20260203115811.803,273.3597,,,30,31,0,1,25.7993
20260203115811.805,273.3708,,,30,31,0,1,25.7993
20260203115811.806,273.3819,,,30,31,0,1,25.7993
20260203115811.807,273.3930,,,30,31,0,1,25.7993
20260203115811.809,273.4041,,,30,31,0,1,25.7993
20260203115811.811,273.4152,,,30,31,0,1,25.7993
20260203115811.812,273.4263,,,30,31,0,1,25.7993
20260203115811.815,273.4374,,,30,31,0,1,25.7993
20260203115811.817,273.4485,,,30,31,0,1,25.7993
20260203115811.817,273.4596,,,30,31,0,1,25.7993
20260203115811.820,273.4707,,,30,31,0,1,25.7993
20260203115811.821,273.4818,,,30,31,0,1,25.7993
20260203115811.823,273.4929,,,30,31,0,1,25.7993
20260203115811.825,273.5040,,,30,31,0,1,25.7993
20260203115811.835,273.5151,,,30,31,0,1,25.7993
20260203115811.837,273.5262,,,30,31,0,1,25.7993
20260203115811.839,273.5373,,,30,31,0,1,25.7993
20260203115811.840,273.5484,,,30,31,0,1,25.7993
20260203115811.843,273.5595,,,30,31,0,1,25.7993
20260203115811.844,273.5706,,,30,31,0,1,25.7993
20260203115811.849,273.5817,,,30,31,0,1,25.7993
20260203115811.857,273.5928,,,30,31,0,1,25.7993
20260203115811.858,273.6039,,,30,31,0,1,25.7993
20260203115811.860,273.6150,,,30,31,0,1,25.7993
20260203115811.862,273.6261,,,30,31,0,1,25.7993
20260203115811.863,273.6372,,,30,31,0,1,25.7993
20260203115811.865,273.6483,,,30,31,0,1,25.7993
20260203115811.867,273.6594,,,30,31,0,1,25.7993
20260203115811.869,273.6705,,,30,31,0,1,25.7993
20260203115811.870,273.6816,,,30,31,0,1,25.7993
20260203115811.872,273.6927,,,30,31,0,1,25.7993
20260203115811.874,273.7038,,,30,31,0,1,25.7993
20260203115811.875,273.7149,,,30,31,0,1,25.7993
20260203115811.877,273.7260,,,30,31,0,1,25.7993
20260203115811.878,273.7371,,,30,31,0,1,25.7993
20260203115811.880,273.7482,,,30,31,0,1,25.7993
20260203115811.882,273.7593,,,30,31,0,1,25.7993
20260203115811.883,273.7704,,,30,31,0,1,25.7993
20260203115811.885,273.7815,,,30,31,0,1,25.7993
20260203115811.887,273.7926,,,30,31,0,1,25.7993
20260203115811.889,273.8037,,,30,31,0,1,25.7993
20260203115811.891,273.8148,,,30,31,0,1,25.7993
20260203115811.892,273.8259,,,30,31,0,1,25.7993
20260203115811.894,273.8370,,,30,31,0,1,25.7993
