frame,time,userId,cellBoundaryRisk,physicalBoundaryRisk,userRisk,seedMotionPenalty,cellShapePenaltyReserved,smoothRisk,weightedTotalRisk,dominantRisk,minCellClearance,minPhysicalClearance,minPairSeparation,minOccupancySeparation,seedDelta,frameMeanCellRisk,frameMeanPhysicalRisk,frameMeanUserRisk,frameMeanSmoothRisk,frameWeightedTotalRisk
50,0.555000,3,0.000000,0.000000,0.000000,0.043984,0.000000,0.043984,0.008797,None,2.409345,3.980495,6.555009,6.555009,0.010996,0.104698,0.148289,0.000000,0.042558,0.050391
60,0.666000,0,0.000000,0.000000,0.000000,0.043069,0.000000,0.043069,0.008614,None,3.300993,7.230392,6.558957,6.558957,0.010767,0.118297,0.157808,0.000000,0.043804,0.056080
60,0.666000,1,0.473188,0.631231,0.000000,0.044233,0.000000,0.044233,0.198122,Wall,0.184384,0.184384,9.072401,9.072401,0.011058,0.118297,0.157808,0.000000,0.043804,0.056080
60,0.666000,2,0.000000,0.000000,0.000000,0.043685,0.000000,0.043685,0.008737,None,1.538064,1.538064,7.734100,7.734100,0.010921,0.118297,0.157808,0.000000,0.043804,0.056080
60,0.666000,3,0.000000,0.000000,0.000000,0.044228,0.000000,0.044228,0.008846,None,2.355228,4.093769,6.558957,6.558957,0.011057,0.118297,0.157808,0.000000,0.043804,0.056080
70,0.777000,0,0.000000,0.000000,0.000000,0.043966,0.000000,0.043966,0.008793,None,3.271896,7.068396,6.554905,6.554905,0.010991,0.164218,0.189953,0.000000,0.044184,0.074524
70,0.777000,1,0.656873,0.759811,0.000000,0.044286,0.000000,0.044286,0.271607,Wall,0.120094,0.120094,9.050510,9.050510,0.011071,0.164218,0.189953,0.000000,0.044184,0.074524
70,0.777000,2,0.000000,0.000000,0.000000,0.044184,0.000000,0.044184,0.008837,None,1.404414,1.404414,7.970363,7.970363,0.011046,0.164218,0.189953,0.000000,0.044184,0.074524
70,0.777000,3,0.000000,0.000000,0.000000,0.044301,0.000000,0.044301,0.008860,None,2.314028,4.205469,6.554905,6.554905,0.011075,0.164218,0.189953,0.000000,0.044184,0.074524
80,0.888000,0,0.000000,0.000000,0.000000,0.044240,0.000000,0.044240,0.008848,None,3.262557,6.941066,6.550713,6.550713,0.011060,0.249133,0.249393,0.000000,0.044306,0.108514
80,0.888000,1,0.996531,0.997572,0.000000,0.044309,0.000000,0.044309,0.407474,Wall,0.001214,0.001214,9.041533,9.041533,0.011077,0.249133,0.249393,0.000000,0.044306,0.108514
80,0.888000,2,0.000000,0.000000,0.000000,0.044342,0.000000,0.044342,0.008868,None,1.289799,1.289799,8.196008,8.196008,0.011086,0.249133,0.249393,0.000000,0.044306,0.108514
80,0.888000,3,0.000000,0.000000,0.000000,0.044334,0.000000,0.044334,0.008867,None,2.279476,4.316805,6.550713,6.550713,0.011083,0.249133,0.249393,0.000000,0.044306,0.108514
90,0.999000,0,0.000000,0.000000,0.000000,0.044323,0.000000,0.044323,0.008865,None,3.257529,6.822978,6.551347,6.551347,0.011081,0.250000,0.250000,0.000000,0.044340,0.108868
90,0.999000,1,1.000000,1.000000,0.000000,0.044315,0.000000,0.044315,0.408863,Wall,-0.117703,-0.117703,9.033707,9.033707,0.011079,0.250000,0.250000,0.000000,0.044340,0.108868
90,0.999000,2,0.000000,0.000000,0.000000,0.044384,0.000000,0.044384,0.008877,None,1.180755,1.180755,8.418814,8.418814,0.011096,0.250000,0.250000,0.000000,0.044340,0.108868
90,0.999000,3,0.000000,0.000000,0.000000,0.044339,0.000000,0.044339,0.008868,None,2.250366,4.427950,6.551347,6.551347,0.011085,0.250000,0.250000,0.000000,0.044340,0.108868
100,1.110000,0,0.000000,0.000000,0.000000,0.044350,0.000000,0.044350,0.008870,None,3.252606,6.707532,6.558611,6.558611,0.011087,0.250000,0.250000,0.000000,0.044351,0.108870
100,1.110000,1,1.000000,1.000000,0.000000,0.044308,0.000000,0.044308,0.408862,Wall,-0.236428,-0.236428,9.023313,9.023313,0.011077,0.250000,0.250000,0.000000,0.044351,0.108870
100,1.110000,2,0.000000,0.000000,0.000000,0.044402,0.000000,0.044402,0.008880,None,1.073794,1.073794,8.640765,8.640765,0.011100,0.250000,0.250000,0.000000,0.044351,0.108870
100,1.110000,3,0.000000,0.000000,0.000000,0.044342,0.000000,0.044342,0.008868,None,2.226554,4.538915,6.558611,6.558611,0.011086,0.250000,0.250000,0.000000,0.044351,0.108870
110,1.221001,0,0.000000,0.000000,0.000000,0.044360,0.000000,0.044360,0.008872,None,3.246557,6.593010,6.573061,6.573061,0.011090,0.250000,0.250000,0.000000,0.044356,0.108871
110,1.221001,1,1.000000,1.000000,0.000000,0.044314,0.000000,0.044314,0.408863,Wall,-0.355343,-0.355343,9.009907,9.009907,0.011078,0.250000,0.250000,0.000000,0.044356,0.108871
110,1.221001,2,0.000000,0.000000,0.000000,0.044408,0.000000,0.044408,0.008882,None,0.968214,0.968214,8.862258,8.862258,0.011102,0.250000,0.250000,0.000000,0.044356,0.108871
110,1.221001,3,0.000000,0.000000,0.000000,0.044342,0.000000,0.044342,0.008868,None,2.207997,4.649687,6.573061,6.573061,0.011086,0.250000,0.250000,0.000000,0.044356,0.108871
120,1.332001,0,0.000000,0.000000,0.000000,0.044359,0.000000,0.044359,0.008872,None,3.239332,6.479309,6.594658,6.594658,0.011090,0.250000,0.250000,0.000000,0.044355,0.108871
120,1.332001,1,1.000000,1.000000,0.000000,0.044315,0.000000,0.044315,0.408863,Wall,-0.474260,-0.474260,8.993143,8.993143,0.011079,0.250000,0.250000,0.000000,0.044355,0.108871
120,1.332001,2,0.000000,0.000000,0.000000,0.044404,0.000000,0.044404,0.008881,None,0.864141,0.864141,9.083162,9.083162,0.011101,0.250000,0.250000,0.000000,0.044355,0.108871
120,1.332001,3,0.000000,0.000000,0.000000,0.044343,0.000000,0.044343,0.008869,None,2.194831,4.760224,6.594658,6.594658,0.011086,0.250000,0.250000,0.000000,0.044355,0.108871
130,1.443002,0,0.000000,0.000000,0.000000,0.044359,0.000000,0.044359,0.008872,None,3.230494,6.366007,6.623874,6.623874,0.011090,0.250000,0.250000,0.000000,0.043124,0.108625
130,1.443002,1,1.000000,1.000000,0.000000,0.044315,0.000000,0.044315,0.408863,Wall,-0.406953,-0.593047,8.972689,8.972689,0.011079,0.250000,0.250000,0.000000,0.043124,0.108625
130,1.443002,2,0.000000,0.000000,0.000000,0.039477,0.000000,0.039477,0.007895,None,0.771434,0.771434,9.292487,9.292487,0.009869,0.250000,0.250000,0.000000,0.043124,0.108625
130,1.443002,3,0.000000,0.000000,0.000000,0.044346,0.000000,0.044346,0.008869,None,2.187256,4.870488,6.623874,6.623874,0.011087,0.250000,0.250000,0.000000,0.043124,0.108625
140,1.554002,0,0.000000,0.000000,0.000000,0.044363,0.000000,0.044363,0.008873,None,3.220065,6.253269,6.660485,6.660485,0.011091,0.250000,0.250000,0.000000,0.036300,0.107260
140,1.554002,1,1.000000,1.000000,0.000000,0.044319,0.000000,0.044319,0.408864,Wall,-0.288336,-0.711664,8.948545,8.948545,0.011080,0.250000,0.250000,0.000000,0.036300,0.107260
140,1.554002,2,0.000000,0.000000,0.000000,0.012172,0.000000,0.012172,0.002434,None,0.771434,0.771434,9.401352,9.401352,0.003043,0.250000,0.250000,0.000000,0.036300,0.107260
140,1.554002,3,0.000000,0.000000,0.000000,0.044345,0.000000,0.044345,0.008869,None,2.185316,4.980422,6.660485,6.660485,0.011086,0.250000,0.250000,0.000000,0.036300,0.107260
150,1.665003,0,0.000000,0.000000,0.000000,0.044360,0.000000,0.044360,0.008872,None,3.207826,6.141129,6.704767,6.704767,0.011090,0.250000,0.250000,0.000000,0.034192,0.106838
150,1.665003,1,1.000000,1.000000,0.000000,0.044315,0.000000,0.044315,0.408863,Wall,-0.204780,-0.829779,8.920378,8.920378,0.011079,0.250000,0.250000,0.000000,0.034192,0.106838
150,1.665003,2,0.000000,0.000000,0.000000,0.003754,0.000000,0.003754,0.000751,None,0.771434,0.771434,9.480699,9.480699,0.000938,0.250000,0.250000,0.000000,0.034192,0.106838
150,1.665003,3,0.000000,0.000000,0.000000,0.044341,0.000000,0.044341,0.008868,None,2.189244,5.089944,6.704767,6.704767,0.011085,0.250000,0.250000,0.000000,0.034192,0.106838
160,1.776003,0,0.000000,0.000000,0.000000,0.039433,0.000000,0.039433,0.007887,None,3.203964,6.040983,6.745971,6.745971,0.009858,0.250000,0.250000,0.000000,0.039562,0.107912
160,1.776003,1,1.000000,1.000000,0.000000,0.044315,0.000000,0.044315,0.408863,Wall,-0.319529,-0.947517,8.899018,8.899018,0.011079,0.250000,0.250000,0.000000,0.039562,0.107912
160,1.776003,2,0.000000,0.000000,0.000000,0.030151,0.000000,0.030151,0.006030,None,0.699899,0.699899,9.511254,9.511254,0.007538,0.250000,0.250000,0.000000,0.039562,0.107912
160,1.776003,3,0.000000,0.000000,0.000000,0.044348,0.000000,0.044348,0.008870,None,2.198498,5.199061,6.745971,6.745971,0.011087,0.250000,0.250000,0.000000,0.039562,0.107912
170,1.887004,0,0.000000,0.000000,0.000000,0.017083,0.000000,0.017083,0.003417,None,3.258782,6.029875,6.711926,6.711926,0.004271,0.250000,0.250000,0.000000,0.036439,0.107288
170,1.887004,1,1.000000,1.000000,0.000000,0.044320,0.000000,0.044320,0.408864,Wall,-0.285788,-1.064883,8.957819,8.957819,0.011080,0.250000,0.250000,0.000000,0.036439,0.107288
170,1.887004,2,0.000000,0.000000,0.000000,0.040004,0.000000,0.040004,0.008001,None,0.621900,0.621900,9.549909,9.549909,0.010001,0.250000,0.250000,0.000000,0.036439,0.107288
170,1.887004,3,0.000000,0.000000,0.000000,0.044350,0.000000,0.044350,0.008870,None,2.195625,5.307709,6.711926,6.711926,0.011088,0.250000,0.250000,0.000000,0.036439,0.107288
180,1.998004,0,0.000000,0.000000,0.000000,0.035954,0.000000,0.035954,0.007191,None,3.236312,5.918759,6.764081,6.764081,0.008988,0.250000,0.250000,0.000000,0.041914,0.108383
180,1.998004,1,1.000000,1.000000,0.000000,0.044317,0.000000,0.044317,0.408863,Wall,-0.171562,-1.181348,8.931098,8.931098,0.011079,0.250000,0.250000,0.000000,0.041914,0.108383
180,1.998004,2,0.000000,0.000000,0.000000,0.043041,0.000000,0.043041,0.008608,None,0.537520,0.537520,9.568025,9.568025,0.010760,0.250000,0.250000,0.000000,0.041914,0.108383
180,1.998004,3,0.000000,0.000000,0.000000,0.044345,0.000000,0.044345,0.008869,None,2.202552,5.415761,6.764081,6.764081,0.011086,0.250000,0.250000,0.000000,0.041914,0.108383
190,2.109005,0,0.000000,0.000000,0.000000,0.041770,0.000000,0.041770,0.008354,None,3.214910,5.808457,6.832439,6.832439,0.010443,0.250000,0.274679,0.000000,0.043605,0.108721
190,2.109005,1,1.000000,1.000000,0.000000,0.044319,0.000000,0.044319,0.408864,Wall,-0.057502,-1.297366,8.891932,8.891932,0.011080,0.250000,0.274679,0.000000,0.043605,0.108721
190,2.109005,2,0.000000,0.098715,0.000000,0.043984,0.000000,0.043984,0.008797,None,0.450643,0.450643,9.577091,9.577091,0.010996,0.250000,0.274679,0.000000,0.043605,0.108721
190,2.109005,3,0.000000,0.000000,0.000000,0.044349,0.000000,0.044349,0.008870,None,2.223379,5.523243,6.832439,6.832439,0.011087,0.250000,0.274679,0.000000,0.043605,0.108721
200,2.220006,0,0.000000,0.000000,0.000000,0.043559,0.000000,0.043559,0.008712,None,3.192459,5.699051,6.910792,6.910792,0.010890,0.250000,0.317773,0.000000,0.044124,0.108825
200,2.220006,1,1.000000,1.000000,0.000000,0.044323,0.000000,0.044323,0.408865,Wall,-0.159703,-1.412690,8.846215,8.846215,0.011081,0.250000,0.317773,0.000000,0.044124,0.108825
200,2.220006,2,0.000000,0.271093,0.000000,0.044268,0.000000,0.044268,0.008854,None,0.364453,0.364453,9.582747,9.582747,0.011067,0.250000,0.317773,0.000000,0.044124,0.108825
200,2.220006,3,0.000000,0.000000,0.000000,0.044344,0.000000,0.044344,0.008869,None,2.253011,5.630032,6.910792,6.910792,0.011086,0.250000,0.317773,0.000000,0.044124,0.108825
210,2.331006,0,0.000000,0.000000,0.000000,0.044113,0.000000,0.044113,0.008823,None,3.169627,5.590480,6.995581,6.995581,0.011028,0.300123,0.360086,0.000000,0.044283,0.128906
210,2.331006,1,1.000000,1.000000,0.000000,0.044322,0.000000,0.044322,0.408864,Wall,-0.208442,-1.526955,8.796618,8.796618,0.011081,0.300123,0.360086,0.000000,0.044283,0.128906
210,2.331006,2,0.200491,0.440344,0.000000,0.044352,0.000000,0.044352,0.089067,Wall,0.279828,0.279828,9.587023,9.587023,0.011088,0.300123,0.360086,0.000000,0.044283,0.128906
210,2.331006,3,0.000000,0.000000,0.000000,0.044343,0.000000,0.044343,0.008869,None,2.289478,5.736130,6.995581,6.995581,0.011086,0.300123,0.360086,0.000000,0.044283,0.128906
220,2.442007,0,0.000000,0.000000,0.000000,0.044280,0.000000,0.044280,0.008856,None,3.146103,5.483020,7.086034,7.086034,0.011070,0.359239,0.401467,0.000000,0.044333,0.152562
220,2.442007,1,1.000000,1.000000,0.000000,0.044319,0.000000,0.044319,0.408864,Wall,-0.123787,-1.640341,8.744020,8.744020,0.011080,0.359239,0.401467,0.000000,0.044333,0.152562
220,2.442007,2,0.436956,0.605869,0.000000,0.044381,0.000000,0.044381,0.183659,Wall,0.197065,0.197065,9.590812,9.590812,0.011095,0.359239,0.401467,0.000000,0.044333,0.152562
220,2.442007,3,0.000000,0.000000,0.000000,0.044352,0.000000,0.044352,0.008870,None,2.331935,5.841562,7.086034,7.086034,0.011088,0.359239,0.401467,0.000000,0.044333,0.152562
230,2.553007,0,0.000000,0.000000,0.000000,0.044334,0.000000,0.044334,0.008867,None,3.108802,5.376276,7.182591,7.182591,0.011083,0.416722,0.441706,0.000000,0.037111,0.174111
230,2.553007,1,1.000000,1.000000,0.000000,0.015371,0.000000,0.015371,0.403074,Wall,-0.134917,-1.651635,8.639808,8.639808,0.003843,0.416722,0.441706,0.000000,0.037111,0.174111
230,2.553007,2,0.666890,0.766823,0.000000,0.044392,0.000000,0.044392,0.275634,Wall,0.116589,0.116589,9.594516,9.594516,0.011098,0.416722,0.441706,0.000000,0.037111,0.174111
230,2.553007,3,0.000000,0.000000,0.000000,0.044346,0.000000,0.044346,0.008869,None,2.380419,5.946113,7.182591,7.182591,0.011087,0.416722,0.441706,0.000000,0.037111,0.174111
240,2.664008,0,0.000000,0.000000,0.000000,0.044350,0.000000,0.044350,0.008870,None,3.056510,5.270600,7.284832,7.284832,0.011088,0.472627,0.480839,0.000000,0.034458,0.195942
240,2.664008,1,1.000000,1.000000,0.000000,0.004741,0.000000,0.004741,0.400948,Wall,-0.134917,-1.651635,8.529567,8.529567,0.001185,0.472627,0.480839,0.000000,0.034458,0.195942
240,2.664008,2,0.890507,0.923355,0.000000,0.044393,0.000000,0.044393,0.365081,Wall,0.038322,0.038322,9.597684,9.597684,0.011098,0.472627,0.480839,0.000000,0.034458,0.195942
240,2.664008,3,0.000000,0.000000,0.000000,0.044349,0.000000,0.044349,0.008870,None,2.434443,6.049878,7.284832,7.284832,0.011087,0.472627,0.480839,0.000000,0.034458,0.195942
250,2.775008,0,0.000000,0.000000,0.000000,0.044360,0.000000,0.044360,0.008872,None,2.999254,5.165910,7.393004,7.393004,0.011090,0.500000,0.500000,0.000000,0.033642,0.206728
250,2.775008,1,1.000000,1.000000,0.000000,0.001462,0.000000,0.001462,0.400292,Wall,-0.134917,-1.651635,8.418561,8.418561,0.000365,0.500000,0.500000,0.000000,0.033642,0.206728
250,2.775008,2,1.000000,1.000000,0.000000,0.044397,0.000000,0.044397,0.408879,Wall,-0.037549,-0.037549,9.600540,9.600540,0.011099,0.500000,0.500000,0.000000,0.033642,0.206728
250,2.775008,3,0.000000,0.000000,0.000000,0.044348,0.000000,0.044348,0.008870,None,2.494172,6.152681,7.393004,7.393004,0.011087,0.500000,0.500000,0.000000,0.033642,0.206728
260,2.886009,0,0.000000,0.000000,0.000000,0.044351,0.000000,0.044351,0.008870,None,2.940623,5.062639,7.507218,7.507218,0.011088,0.500000,0.500000,0.000000,0.025717,0.205143
260,2.886009,1,1.000000,1.000000,0.000000,0.000450,0.000000,0.000450,0.400090,Wall,-0.134917,-1.651635,8.307234,8.307234,0.000113,0.500000,0.500000,0.000000,0.025717,0.205143
260,2.886009,2,1.000000,1.000000,0.000000,0.044394,0.000000,0.044394,0.408879,Wall,-0.110918,-0.110918,9.718491,9.718491,0.011098,0.500000,0.500000,0.000000,0.025717,0.205143
260,2.886009,3,0.000000,0.000000,0.000000,0.013673,0.000000,0.013673,0.002735,None,2.572252,6.152681,7.507218,7.507218,0.003418,0.500000,0.500000,0.000000,0.025717,0.205143
270,2.997009,0,0.000000,0.000000,0.000000,0.044354,0.000000,0.044354,0.008871,None,2.881179,4.960331,7.622058,7.622058,0.011088,0.500000,0.500000,0.000000,0.023274,0.204655
270,2.997009,1,1.000000,1.000000,0.000000,0.000137,0.000000,0.000137,0.400028,Wall,-0.134917,-1.651635,8.195186,8.195186,0.000034,0.500000,0.500000,0.000000,0.023274,0.204655
270,2.997009,2,1.000000,1.000000,0.000000,0.044389,0.000000,0.044389,0.408878,Wall,-0.181583,-0.181583,9.836179,9.836179,0.011097,0.500000,0.500000,0.000000,0.023274,0.204655
270,2.997009,3,0.000000,0.000000,0.000000,0.004216,0.000000,0.004216,0.000843,None,2.632952,6.152681,7.622058,7.622058,0.001054,0.500000,0.500000,0.000000,0.023274,0.204655
280,3.108010,0,0.000000,0.000000,0.000000,0.044352,0.000000,0.044352,0.008870,None,2.821627,4.859369,7.737050,7.737050,0.011088,0.500000,0.500000,0.000000,0.022522,0.204504
280,3.108010,1,1.000000,1.000000,0.000000,0.000042,0.000000,0.000042,0.400008,Wall,-0.134917,-1.651635,8.082845,8.082845,0.000010,0.500000,0.500000,0.000000,0.022522,0.204504
280,3.108010,2,1.000000,1.000000,0.000000,0.044392,0.000000,0.044392,0.408878,Wall,-0.249765,-0.249765,9.953772,9.953772,0.011098,0.500000,0.500000,0.000000,0.022522,0.204504
280,3.108010,3,0.000000,0.000000,0.000000,0.001300,0.000000,0.001300,0.000260,None,2.688839,6.152681,7.737050,7.737050,0.000325,0.500000,0.500000,0.000000,0.022522,0.204504
290,3.219010,0,0.000000,0.000000,0.000000,0.044351,0.000000,0.044351,0.008870,None,2.761699,4.759426,7.852526,7.852526,0.011088,0.500000,0.500000,0.000000,0.022288,0.204458
290,3.219010,1,1.000000,1.000000,0.000000,0.000011,0.000000,0.000011,0.400002,Wall,-0.134917,-1.651635,7.969861,7.969861,0.000003,0.500000,0.500000,0.000000,0.022288,0.204458
290,3.219010,2,1.000000,1.000000,0.000000,0.044389,0.000000,0.044389,0.408878,Wall,-0.315232,-0.315232,10.070920,10.070920,0.011097,0.500000,0.500000,0.000000,0.022288,0.204458
290,3.219010,3,0.000000,0.000000,0.000000,0.000401,0.000000,0.000401,0.000080,None,2.743664,6.152681,7.852526,7.852526,0.000100,0.500000,0.500000,0.000000,0.022288,0.204458
300,3.330011,0,0.000000,0.000000,0.000000,0.044348,0.000000,0.044348,0.008870,None,2.701641,4.660855,7.856482,7.856482,0.011087,0.500000,0.500000,0.000000,0.022215,0.204443
300,3.330011,1,1.000000,1.000000,0.000000,0.000004,0.000000,0.000004,0.400001,Wall,-0.134917,-1.651635,7.856482,7.856482,0.000001,0.500000,0.500000,0.000000,0.022215,0.204443
300,3.330011,2,1.000000,1.000000,0.000000,0.044384,0.000000,0.044384,0.408877,Wall,-0.377967,-0.377967,10.187530,10.187530,0.011096,0.500000,0.500000,0.000000,0.022215,0.204443
300,3.330011,3,0.000000,0.000000,0.000000,0.000124,0.000000,0.000124,0.000025,None,2.798519,6.152681,7.968184,7.968184,0.000031,0.500000,0.500000,0.000000,0.022215,0.204443
310,3.441011,0,0.000000,0.000000,0.000000,0.044353,0.000000,0.044353,0.008871,None,2.641385,4.563495,7.742642,7.742642,0.011088,0.500000,0.500000,0.000000,0.024522,0.204904
310,3.441011,1,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,Wall,-0.134917,-1.651635,7.742642,7.742642,0.000000,0.500000,0.500000,0.000000,0.024522,0.204904
310,3.441011,2,1.000000,1.000000,0.000000,0.044386,0.000000,0.044386,0.408877,Wall,-0.437806,-0.437806,10.272260,10.272260,0.011096,0.500000,0.500000,0.000000,0.024522,0.204904
310,3.441011,3,0.000000,0.000000,0.000000,0.009349,0.000000,0.009349,0.001870,None,2.879461,6.167541,8.099109,8.099109,0.002337,0.500000,0.500000,0.000000,0.024522,0.204904
320,3.552012,0,0.000000,0.000000,0.000000,0.044356,0.000000,0.044356,0.008871,None,2.580929,4.467442,7.628359,7.628359,0.011089,0.500000,0.500000,0.000000,0.030586,0.206117
320,3.552012,1,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,Wall,-0.134917,-1.651635,7.628359,7.628359,0.000000,0.500000,0.500000,0.000000,0.030586,0.206117
320,3.552012,2,1.000000,1.000000,0.000000,0.044381,0.000000,0.044381,0.408876,Wall,-0.494610,-0.494610,10.210890,10.210890,0.011095,0.500000,0.500000,0.000000,0.030586,0.206117
320,3.552012,3,0.000000,0.000000,0.000000,0.033608,0.000000,0.033608,0.006722,None,3.187709,6.228681,8.273906,8.273906,0.008402,0.500000,0.500000,0.000000,0.030586,0.206117
330,3.663013,0,0.000000,0.000000,0.000000,0.044355,0.000000,0.044355,0.008871,None,2.520784,4.372605,7.514148,7.514148,0.011089,0.500000,0.500000,0.000000,0.032455,0.206491
330,3.663013,1,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,Wall,-0.134917,-1.651635,7.514148,7.514148,0.000000,0.500000,0.500000,0.000000,0.032455,0.206491
330,3.663013,2,1.000000,1.000000,0.000000,0.044382,0.000000,0.044382,0.408876,Wall,-0.451412,-0.548588,10.185150,10.185150,0.011095,0.500000,0.500000,0.000000,0.032455,0.206491
330,3.663013,3,0.000000,0.000000,0.000000,0.041085,0.000000,0.041085,0.008217,None,3.410561,6.297159,8.397163,8.397163,0.010271,0.500000,0.500000,0.000000,0.032455,0.206491
340,3.774013,0,0.000000,0.000000,0.000000,0.044354,0.000000,0.044354,0.008871,None,2.462462,4.277693,7.401449,7.401449,0.011089,0.500000,0.500000,0.000000,0.033033,0.206607
340,3.774013,1,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,Wall,-0.134917,-1.651635,7.401449,7.401449,0.000000,0.500000,0.500000,0.000000,0.033033,0.206607
340,3.774013,2,1.000000,1.000000,0.000000,0.044386,0.000000,0.044386,0.408877,Wall,-0.400322,-0.599678,10.181090,10.181090,0.011097,0.500000,0.500000,0.000000,0.033033,0.206607
340,3.774013,3,0.000000,0.000000,0.000000,0.043391,0.000000,0.043391,0.008678,None,3.510861,6.372088,8.509139,8.509139,0.010848,0.500000,0.500000,0.000000,0.033033,0.206607
350,3.885014,0,0.000000,0.000000,0.000000,0.044364,0.000000,0.044364,0.008873,None,2.407007,4.181182,7.291230,7.291230,0.011091,0.500000,0.500000,0.000000,0.033212,0.206642
350,3.885014,1,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,Wall,-0.134917,-1.651635,7.291230,7.291230,0.000000,0.500000,0.500000,0.000000,0.033212,0.206642
350,3.885014,2,1.000000,1.000000,0.000000,0.044382,0.000000,0.044382,0.408876,Wall,-0.352544,-0.647456,10.184170,10.184170,0.011096,0.500000,0.500000,0.000000,0.033212,0.206642
350,3.885014,3,0.000000,0.000000,0.000000,0.044103,0.000000,0.044103,0.008821,None,3.509386,6.365003,8.619742,8.619742,0.011026,0.500000,0.500000,0.000000,0.033212,0.206642
