frame,time,userId,cellBoundaryRisk,physicalBoundaryRisk,userRisk,seedMotionPenalty,cellShapePenaltyReserved,smoothRisk,weightedTotalRisk,dominantRisk,minCellClearance,minPhysicalClearance,minPairSeparation,minOccupancySeparation,seedDelta,frameMeanCellRisk,frameMeanPhysicalRisk,frameMeanUserRisk,frameMeanSmoothRisk,frameWeightedTotalRisk
140,1.554002,0,0.000000,0.000000,0.000000,0.044424,0.000000,0.044424,0.008885,None,4.440948,4.440948,8.064700,8.064700,0.011106,0.000000,0.033957,0.000000,0.044251,0.008850
140,1.554002,1,0.000000,0.000000,0.000000,0.044398,0.000000,0.044398,0.008880,None,2.028963,3.587947,4.146755,4.146755,0.011099,0.000000,0.033957,0.000000,0.044251,0.008850
140,1.554002,2,0.000000,0.135826,0.000000,0.043808,0.000000,0.043808,0.008762,None,0.432087,0.432087,10.788680,10.788680,0.010952,0.000000,0.033957,0.000000,0.044251,0.008850
140,1.554002,3,0.000000,0.000000,0.000000,0.044376,0.000000,0.044376,0.008875,None,2.073969,5.224231,4.146755,4.146755,0.011094,0.000000,0.033957,0.000000,0.044251,0.008850
150,1.665003,0,0.000000,0.000000,0.000000,0.044423,0.000000,0.044423,0.008885,None,4.344145,4.344145,8.071368,8.071368,0.011106,0.000000,0.017479,0.000000,0.044349,0.008870
150,1.665003,1,0.000000,0.000000,0.000000,0.044395,0.000000,0.044395,0.008879,None,2.119702,3.522920,4.320023,4.320023,0.011099,0.000000,0.017479,0.000000,0.044349,0.008870
150,1.665003,2,0.000000,0.069916,0.000000,0.044202,0.000000,0.044202,0.008840,None,0.465042,0.465042,10.966420,10.966420,0.011051,0.000000,0.017479,0.000000,0.044349,0.008870
150,1.665003,3,0.000000,0.000000,0.000000,0.044377,0.000000,0.044377,0.008875,None,2.162405,5.295701,4.320023,4.320023,0.011094,0.000000,0.017479,0.000000,0.044349,0.008870
160,1.776003,0,0.000000,0.000000,0.000000,0.044420,0.000000,0.044420,0.008884,None,4.248492,4.248492,8.081053,8.081053,0.011105,0.000000,0.000000,0.000000,0.044379,0.008876
160,1.776003,1,0.000000,0.000000,0.000000,0.044394,0.000000,0.044394,0.008879,None,2.213835,3.460301,4.500457,4.500457,0.011098,0.000000,0.000000,0.000000,0.044379,0.008876
160,1.776003,2,0.000000,0.000000,0.000000,0.044323,0.000000,0.044323,0.008865,None,0.502615,0.502615,11.140170,11.140170,0.011081,0.000000,0.000000,0.000000,0.044379,0.008876
160,1.776003,3,0.000000,0.000000,0.000000,0.044377,0.000000,0.044377,0.008875,None,2.254088,5.365086,4.500457,4.500457,0.011094,0.000000,0.000000,0.000000,0.044379,0.008876
170,1.887004,0,0.000000,0.000000,0.000000,0.044420,0.000000,0.044420,0.008884,None,4.154155,4.154155,8.093487,8.093487,0.011105,0.000000,0.000000,0.000000,0.037622,0.007524
170,1.887004,1,0.000000,0.000000,0.000000,0.017320,0.000000,0.017320,0.003464,None,2.255319,3.448099,4.615481,4.615481,0.004330,0.000000,0.000000,0.000000,0.037622,0.007524
170,1.887004,2,0.000000,0.000000,0.000000,0.044369,0.000000,0.044369,0.008874,None,0.543518,0.543518,11.311870,11.311870,0.011092,0.000000,0.000000,0.000000,0.037622,0.007524
170,1.887004,3,0.000000,0.000000,0.000000,0.044379,0.000000,0.044379,0.008876,None,2.335355,5.432355,4.615481,4.615481,0.011095,0.000000,0.000000,0.000000,0.037622,0.007524
180,1.998004,0,0.000000,0.000000,0.000000,0.044419,0.000000,0.044419,0.008884,None,4.061236,4.061236,8.109142,8.109142,0.011105,0.000000,0.000000,0.000000,0.034629,0.006926
180,1.998004,1,0.000000,0.000000,0.000000,0.005340,0.000000,0.005340,0.001068,None,2.295841,3.448099,4.714813,4.714813,0.001335,0.000000,0.000000,0.000000,0.034629,0.006926
180,1.998004,2,0.000000,0.000000,0.000000,0.044373,0.000000,0.044373,0.008875,None,0.587487,0.587487,11.481780,11.481780,0.011093,0.000000,0.000000,0.000000,0.034629,0.006926
180,1.998004,3,0.000000,0.000000,0.000000,0.044383,0.000000,0.044383,0.008877,None,2.397995,5.497378,4.714813,4.714813,0.011096,0.000000,0.000000,0.000000,0.034629,0.006926
190,2.109005,0,0.000000,0.000000,0.000000,0.044417,0.000000,0.044417,0.008883,None,3.969700,3.969700,8.127509,8.127509,0.011104,0.000000,0.000000,0.000000,0.033706,0.006741
190,2.109005,1,0.000000,0.000000,0.000000,0.001646,0.000000,0.001646,0.000329,None,2.342113,3.448099,4.815786,4.815786,0.000411,0.000000,0.000000,0.000000,0.033706,0.006741
190,2.109005,2,0.000000,0.000000,0.000000,0.044377,0.000000,0.044377,0.008875,None,0.634480,0.634480,11.650190,11.650190,0.011094,0.000000,0.000000,0.000000,0.033706,0.006741
190,2.109005,3,0.000000,0.000000,0.000000,0.044385,0.000000,0.044385,0.008877,None,2.454951,5.560212,4.815786,4.815786,0.011096,0.000000,0.000000,0.000000,0.033706,0.006741
200,2.220006,0,0.000000,0.000000,0.000000,0.044423,0.000000,0.044423,0.008885,None,3.879515,3.879515,8.149380,8.149380,0.011106,0.000000,0.000000,0.000000,0.033424,0.006685
200,2.220006,1,0.000000,0.000000,0.000000,0.000507,0.000000,0.000507,0.000101,None,2.390827,3.448099,4.918265,4.918265,0.000127,0.000000,0.000000,0.000000,0.033424,0.006685
200,2.220006,2,0.000000,0.000000,0.000000,0.044382,0.000000,0.044382,0.008876,None,0.684471,0.684471,11.817010,11.817010,0.011095,0.000000,0.000000,0.000000,0.033424,0.006685
200,2.220006,3,0.000000,0.000000,0.000000,0.044386,0.000000,0.044386,0.008877,None,2.510450,5.620769,4.918265,4.918265,0.011097,0.000000,0.000000,0.000000,0.033424,0.006685
210,2.331006,0,0.000000,0.000000,0.000000,0.044416,0.000000,0.044416,0.008883,None,3.790948,3.790948,8.174253,8.174253,0.011104,0.000000,0.000000,0.000000,0.033335,0.006667
210,2.331006,1,0.000000,0.000000,0.000000,0.000157,0.000000,0.000157,0.000031,None,2.440861,3.448099,5.022108,5.022108,0.000039,0.000000,0.000000,0.000000,0.033335,0.006667
210,2.331006,2,0.000000,0.000000,0.000000,0.044383,0.000000,0.044383,0.008877,None,0.737195,0.737195,11.982240,11.982240,0.011096,0.000000,0.000000,0.000000,0.033335,0.006667
210,2.331006,3,0.000000,0.000000,0.000000,0.044386,0.000000,0.044386,0.008877,None,2.565766,5.678996,5.022108,5.022108,0.011096,0.000000,0.000000,0.000000,0.033335,0.006667
220,2.442007,0,0.000000,0.000000,0.000000,0.044427,0.000000,0.044427,0.008885,None,3.703664,3.703664,8.202274,8.202274,0.011107,0.000000,0.000000,0.000000,0.033312,0.006662
220,2.442007,1,0.000000,0.000000,0.000000,0.000049,0.000000,0.000049,0.000010,None,2.491800,3.448099,5.127125,5.127125,0.000012,0.000000,0.000000,0.000000,0.033312,0.006662
220,2.442007,2,0.000000,0.000000,0.000000,0.044391,0.000000,0.044391,0.008878,None,0.792385,0.792385,12.146010,12.146010,0.011098,0.000000,0.000000,0.000000,0.033312,0.006662
220,2.442007,3,0.000000,0.000000,0.000000,0.044383,0.000000,0.044383,0.008877,None,2.621204,5.734930,5.127125,5.127125,0.011096,0.000000,0.000000,0.000000,0.033312,0.006662
230,2.553007,0,0.000000,0.000000,0.000000,0.044424,0.000000,0.044424,0.008885,None,3.618000,3.618000,8.233525,8.233525,0.011106,0.000000,0.000000,0.000000,0.034535,0.006907
230,2.553007,1,0.000000,0.000000,0.000000,0.004938,0.000000,0.004938,0.000988,None,2.554954,3.454050,5.245381,5.245381,0.001235,0.000000,0.000000,0.000000,0.034535,0.006907
230,2.553007,2,0.000000,0.000000,0.000000,0.044391,0.000000,0.044391,0.008878,None,0.850968,0.850968,12.308020,12.308020,0.011098,0.000000,0.000000,0.000000,0.034535,0.006907
230,2.553007,3,0.000000,0.000000,0.000000,0.044385,0.000000,0.044385,0.008877,None,2.677502,5.788532,5.245381,5.245381,0.011096,0.000000,0.000000,0.000000,0.034535,0.006907
240,2.664008,0,0.000000,0.000000,0.000000,0.027746,0.000000,0.027746,0.005549,None,3.567571,3.567571,8.224618,8.224618,0.006937,0.000000,0.000000,0.000000,0.037183,0.007437
240,2.664008,1,0.000000,0.000000,0.000000,0.032209,0.000000,0.032209,0.006442,None,2.719826,3.649610,5.489449,5.489449,0.008052,0.000000,0.000000,0.000000,0.037183,0.007437
240,2.664008,2,0.000000,0.000000,0.000000,0.044388,0.000000,0.044388,0.008878,None,0.912057,0.912057,12.440650,12.440650,0.011097,0.000000,0.000000,0.000000,0.037183,0.007437
240,2.664008,3,0.000000,0.000000,0.000000,0.044388,0.000000,0.044388,0.008878,None,2.760426,5.839786,5.489449,5.489449,0.011097,0.000000,0.000000,0.000000,0.037183,0.007437
250,2.775008,0,0.000000,0.000000,0.000000,0.008555,0.000000,0.008555,0.001711,None,3.567571,3.567571,8.181822,8.181822,0.002139,0.000000,0.000000,0.000000,0.030783,0.006157
250,2.775008,1,0.000000,0.000000,0.000000,0.040613,0.000000,0.040613,0.008123,None,2.847726,3.582791,5.679823,5.679823,0.010153,0.000000,0.000000,0.000000,0.030783,0.006157
250,2.775008,2,0.000000,0.000000,0.000000,0.044389,0.000000,0.044389,0.008878,None,0.975972,0.975972,12.530370,12.530370,0.011097,0.000000,0.000000,0.000000,0.030783,0.006157
250,2.775008,3,0.000000,0.000000,0.000000,0.029575,0.000000,0.029575,0.005915,None,2.826062,5.869431,5.679823,5.679823,0.007394,0.000000,0.000000,0.000000,0.030783,0.006157
260,2.886009,0,0.000000,0.000000,0.000000,0.002638,0.000000,0.002638,0.000528,None,3.567571,3.567571,8.112325,8.112325,0.000659,0.000000,0.000000,0.000000,0.026895,0.005379
260,2.886009,1,0.000000,0.000000,0.000000,0.043206,0.000000,0.043206,0.008641,None,2.955760,3.428084,5.903373,5.903373,0.010802,0.000000,0.000000,0.000000,0.026895,0.005379
260,2.886009,2,0.000000,0.000000,0.000000,0.021911,0.000000,0.021911,0.004382,None,1.002276,1.002276,12.565850,12.565850,0.005478,0.000000,0.000000,0.000000,0.026895,0.005379
260,2.886009,3,0.000000,0.000000,0.000000,0.039824,0.000000,0.039824,0.007965,None,2.826818,5.917213,5.903373,5.903373,0.009956,0.000000,0.000000,0.000000,0.026895,0.005379
270,2.997009,0,0.000000,0.000000,0.000000,0.000813,0.000000,0.000813,0.000163,None,3.567571,3.567571,8.047058,8.047058,0.000203,0.000000,0.000000,0.000000,0.023639,0.004728
270,2.997009,1,0.000000,0.000000,0.000000,0.044007,0.000000,0.044007,0.008801,None,3.064952,3.300066,6.124262,6.124262,0.011002,0.000000,0.000000,0.000000,0.023639,0.004728
270,2.997009,2,0.000000,0.000000,0.000000,0.006756,0.000000,0.006756,0.001351,None,1.002276,1.002276,12.565850,12.565850,0.001689,0.000000,0.000000,0.000000,0.023639,0.004728
270,2.997009,3,0.000000,0.000000,0.000000,0.042979,0.000000,0.042979,0.008596,None,2.810833,5.962231,6.124262,6.124262,0.010745,0.000000,0.000000,0.000000,0.023639,0.004728
280,3.108010,0,0.000000,0.000000,0.000000,0.000252,0.000000,0.000252,0.000050,None,3.567571,3.567571,7.985188,7.985188,0.000063,0.000000,0.000000,0.000000,0.022633,0.004527
280,3.108010,1,0.000000,0.000000,0.000000,0.044246,0.000000,0.044246,0.008849,None,3.174780,3.180128,6.344940,6.344940,0.011061,0.000000,0.000000,0.000000,0.022633,0.004527
280,3.108010,2,0.000000,0.000000,0.000000,0.002082,0.000000,0.002082,0.000416,None,1.002276,1.002276,12.565850,12.565850,0.000521,0.000000,0.000000,0.000000,0.022633,0.004527
280,3.108010,3,0.000000,0.000000,0.000000,0.043953,0.000000,0.043953,0.008791,None,2.798662,6.004809,6.344940,6.344940,0.010988,0.000000,0.000000,0.000000,0.022633,0.004527
290,3.219010,0,0.000000,0.000000,0.000000,0.030792,0.000000,0.030792,0.006158,None,3.597095,3.597095,8.135853,8.135853,0.007698,0.000000,0.000000,0.000000,0.030004,0.006001
290,3.219010,1,0.000000,0.000000,0.000000,0.044325,0.000000,0.044325,0.008865,None,3.062097,3.062097,6.566172,6.566172,0.011081,0.000000,0.000000,0.000000,0.030004,0.006001
290,3.219010,2,0.000000,0.000000,0.000000,0.000641,0.000000,0.000641,0.000128,None,1.002276,1.002276,12.587610,12.587610,0.000160,0.000000,0.000000,0.000000,0.030004,0.006001
290,3.219010,3,0.000000,0.000000,0.000000,0.044257,0.000000,0.044257,0.008851,None,2.809015,6.045089,6.566172,6.566172,0.011064,0.000000,0.000000,0.000000,0.030004,0.006001
300,3.330011,0,0.000000,0.000000,0.000000,0.040204,0.000000,0.040204,0.008041,None,3.606670,3.606670,8.264984,8.264984,0.010051,0.000000,0.000000,0.000000,0.032272,0.006454
300,3.330011,1,0.000000,0.000000,0.000000,0.044346,0.000000,0.044346,0.008869,None,2.944854,2.944854,6.787773,6.787773,0.011086,0.000000,0.000000,0.000000,0.032272,0.006454
300,3.330011,2,0.000000,0.000000,0.000000,0.000197,0.000000,0.000197,0.000039,None,1.002276,1.002276,12.614230,12.614230,0.000049,0.000000,0.000000,0.000000,0.032272,0.006454
300,3.330011,3,0.000000,0.000000,0.000000,0.044341,0.000000,0.044341,0.008868,None,2.839321,6.082992,6.787773,6.787773,0.011085,0.000000,0.000000,0.000000,0.032272,0.006454
310,3.441011,0,0.000000,0.000000,0.000000,0.043112,0.000000,0.043112,0.008622,None,3.575712,3.575712,8.355213,8.355213,0.010778,0.000000,0.000000,0.000000,0.032973,0.006595
310,3.441011,1,0.000000,0.000000,0.000000,0.044348,0.000000,0.044348,0.008870,None,2.827793,2.827793,7.009795,7.009795,0.011087,0.000000,0.000000,0.000000,0.032973,0.006595
310,3.441011,2,0.000000,0.000000,0.000000,0.000061,0.000000,0.000061,0.000012,None,1.002276,1.002276,12.651560,12.651560,0.000015,0.000000,0.000000,0.000000,0.032973,0.006595
310,3.441011,3,0.000000,0.000000,0.000000,0.044372,0.000000,0.044372,0.008874,None,2.877352,6.118579,7.009795,7.009795,0.011093,0.000000,0.000000,0.000000,0.032973,0.006595
320,3.552012,0,0.000000,0.000000,0.000000,0.044002,0.000000,0.044002,0.008800,None,3.528996,3.528996,8.431192,8.431192,0.011001,0.000000,0.000000,0.000000,0.033192,0.006638
320,3.552012,1,0.000000,0.000000,0.000000,0.044358,0.000000,0.044358,0.008872,None,2.710783,2.710783,7.232215,7.232215,0.011090,0.000000,0.000000,0.000000,0.033192,0.006638
320,3.552012,2,0.000000,0.000000,0.000000,0.000019,0.000000,0.000019,0.000004,None,1.002276,1.002276,12.692570,12.692570,0.000005,0.000000,0.000000,0.000000,0.033192,0.006638
320,3.552012,3,0.000000,0.000000,0.000000,0.044387,0.000000,0.044387,0.008877,None,2.919436,6.151795,7.232215,7.232215,0.011097,0.000000,0.000000,0.000000,0.033192,0.006638
330,3.663013,0,0.000000,0.000000,0.000000,0.044276,0.000000,0.044276,0.008855,None,3.478316,3.478316,8.504893,8.504893,0.011069,0.000000,0.000000,0.000000,0.033258,0.006652
330,3.663013,1,0.000000,0.000000,0.000000,0.044352,0.000000,0.044352,0.008870,None,2.593940,2.593940,7.454754,7.454754,0.011088,0.000000,0.000000,0.000000,0.033258,0.006652
330,3.663013,2,0.000000,0.000000,0.000000,0.000006,0.000000,0.000006,0.000001,None,1.002276,1.002276,12.733960,12.733960,0.000001,0.000000,0.000000,0.000000,0.033258,0.006652
330,3.663013,3,0.000000,0.000000,0.000000,0.044397,0.000000,0.044397,0.008879,None,2.964434,6.182691,7.454754,7.454754,0.011099,0.000000,0.000000,0.000000,0.033258,0.006652
340,3.774013,0,0.000000,0.000000,0.000000,0.044358,0.000000,0.044358,0.008872,None,3.428071,3.428071,8.580474,8.580474,0.011090,0.000000,0.000000,0.000000,0.033278,0.006656
340,3.774013,1,0.000000,0.000000,0.000000,0.044357,0.000000,0.044357,0.008871,None,2.477278,2.477278,7.677286,7.677286,0.011089,0.000000,0.000000,0.000000,0.033278,0.006656
340,3.774013,2,0.000000,0.000000,0.000000,0.000002,0.000000,0.000002,0.000000,None,1.002276,1.002276,12.774530,12.774530,0.000000,0.000000,0.000000,0.000000,0.033278,0.006656
340,3.774013,3,0.000000,0.000000,0.000000,0.044395,0.000000,0.044395,0.008879,None,3.012205,6.211210,7.677286,7.677286,0.011099,0.000000,0.000000,0.000000,0.033278,0.006656
350,3.885014,0,0.000000,0.000000,0.000000,0.044387,0.000000,0.044387,0.008877,None,3.379334,3.379334,8.659142,8.659142,0.011097,0.000000,0.000000,0.000000,0.033287,0.006657
350,3.885014,1,0.000000,0.000000,0.000000,0.044362,0.000000,0.044362,0.008872,None,2.360759,2.360759,7.899771,7.899771,0.011091,0.000000,0.000000,0.000000,0.033287,0.006657
350,3.885014,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,None,1.002276,1.002276,12.813950,12.813950,0.000000,0.000000,0.000000,0.000000,0.033287,0.006657
350,3.885014,3,0.000000,0.000000,0.000000,0.044397,0.000000,0.044397,0.008879,None,3.062437,6.237407,7.899771,7.899771,0.011099,0.000000,0.000000,0.000000,0.033287,0.006657
360,3.996014,0,0.000000,0.000000,0.000000,0.044396,0.000000,0.044396,0.008879,None,3.332592,3.332592,8.741136,8.741136,0.011099,0.000000,0.000000,0.000000,0.039520,0.007904
